,Author,Published Date,Title,Text,Title_without_stopwords,Text_without_stopwords,Language,Site_url,Main_img_url,Type,Label,hasImage,camefrom,summarized_text,keywords
134,Reuters,2022-10-18,"Russian soft drinks maker to cut back investments, hiring over new sugar tax - Reuters","MOSCOW, Oct 18 (Reuters) - Chernogolovka, a Russian soft drinks producer hoping to seize market share as Western competitors leave, said a proposed new sugary drinks tax had forced it to scale back i… [+1986 chars]","Russian soft drinks maker cut back investments , hiring new sugar tax - Reuters","MOSCOW , Oct 18 ( Reuters ) - Chernogolovka , Russian soft drinks producer hoping seize market share Western competitors leave , said proposed new sugary drinks tax forced scale back i… [ +1986 chars ]",English,https://www.reuters.com/business/russian-soft-drinks-maker-cut-back-investments-hiring-over-new-sugar-tax-2022-10-18/,https://www.reuters.com/resizer/NG_fy44X1IYYoGBTjVLnZxA6kik=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/G75L5RQZJVK3LHA7NLPHIEZ5IQ.jpg,Unknown,Unknown,True,newsAPI, Russian soft drinks producer Chernogolovka hoping to seize market share as Western competitors leave . Chernogoliovka says proposed new sugary drinks tax had forced it to scale back in response to proposed new tax . Russia's soft drinks company hopes to seize Western market share in wake of Western competitors .,"('chernogolovka', 0.526)"
135,Reuters,2022-10-18,"EU to propose extra energy measures, swerve immediate gas price cap - Reuters","BRUSSELS, Oct 18 (Reuters) - The European Commission is set to propose another set of emergency measures on Tuesday to tackle high energy prices, but draft proposals suggest they will not include an … [+2193 chars]","EU propose extra energy measures , swerve immediate gas price cap - Reuters","BRUSSELS , Oct 18 ( Reuters ) - The European Commission set propose another set emergency measures Tuesday tackle high energy prices , draft proposals suggest include … [ +2193 chars ]",English,https://www.reuters.com/business/energy/eu-propose-extra-energy-measures-swerve-immediate-gas-price-cap-2022-10-18/,https://www.reuters.com/resizer/DnsmwXPPxxCa4tDkscqEHN2SZtA=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/Y4KPZGCFGVNSVA7XQ6FIXP35IA.jpg,Unknown,Unknown,True,newsAPI, The European Commission is set to propose another set of emergency measures on Tuesday to tackle high energy prices . Draft proposals suggest they will not include an energy price hike . draft proposals suggest that draft proposals won't include an increase in taxes on fuel duty . European Commission to propose new set of measures to tackle energy prices on Tuesday .,"('emergency', 0.3951)"
136,Reuters,2022-10-18,EU countries at odds over how to tackle energy crisis - Reuters,"BRUSSELS, Oct 18 (Reuters) - Croatia and Lithuania want a wholesale gas cap, Slovenia advocates a ceiling on liquefied gas only, while Finland and Slovakia disagree on direct subsidies, the countries… [+2665 chars]",EU countries odds tackle energy crisis - Reuters,"BRUSSELS , Oct 18 ( Reuters ) - Croatia Lithuania want wholesale gas cap , Slovenia advocates ceiling liquefied gas , Finland Slovakia disagree direct subsidies , countries… [ +2665 chars ]",English,https://www.reuters.com/business/energy/eu-countries-odds-over-how-tackle-energy-crisis-2022-10-18/,https://www.reuters.com/resizer/aGbOjujurg4l2Lw27ZiCM0aUv68=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/EO4IDDK6V5LPFD6LZI7NXEYD5I.jpg,Unknown,Unknown,True,newsAPI," Croatia and Lithuania want a wholesale gas cap, Slovenia advocates a ceiling on liquefied gas only . Finland and Slovakia disagree on direct subsidies, the countries say . Croatia, Lithuania, Slovenia and Slovenia want a cap on wholesale gas caps . Finland, Slovakia and Slovakia also disagree on subsidies .","('slovenia', 0.4309)"
137,Yahoo Entertainment,2022-10-17,Ukrainians' resilience persists despite new Russian barrage,"KYIV, Ukraine (AP) When massive, coordinated Russian bombardments shook cities and towns across Ukraine a week ago to trigger a new phase in the Kremlins war, one strike left a huge crater in a popul… [+5659 chars]",Ukrainians ' resilience persists despite new Russian barrage,"KYIV , Ukraine ( AP ) When massive , coordinated Russian bombardments shook cities towns across Ukraine week ago trigger new phase Kremlins war , one strike left huge crater popul… [ +5659 chars ]",English,https://news.yahoo.com/ukrainians-resilience-persists-despite-russian-063206703.html,https://s.yimg.com/ny/api/res/1.2/C01QRWJNmKMpVNlcUqQJWQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02OTc-/https://media.zenfs.com/en/ap.org/7e60ce130e88ed3926ffa989e3629db1,Unknown,Unknown,True,newsAPI," Massive coordinated Russian bombardments shook cities and towns across Ukraine a week ago to trigger a new phase in the Kremlins war . One strike left a huge crater in a popular Ukrainian town, leaving a huge hole in a populist's home . The strike is the latest in a long-running Russian bombing campaign in Ukraine .","('kyiv', 0.5465)"
138,The Guardian,2022-10-18,Tory donor’s name removed from kleptocracy report after ‘meritless’ libel threat,"Chatham House, the internationally renowned foreign affairs thinktank, has removed a reference to a Conservative party donor from a report on kleptocracy after a threatened legal action for libel, ac… [+4520 chars]",Tory donor ’ name removed kleptocracy report ‘ meritless ’ libel threat,"Chatham House , internationally renowned foreign affairs thinktank , removed reference Conservative party donor report kleptocracy threatened legal action libel , ac… [ +4520 chars ]",English,https://www.theguardian.com/politics/2022/oct/18/tory-donors-name-removed-from-kleptocracy-report-after-meritless-libel-threat,https://i.guim.co.uk/img/media/7d6446ac88aed025f1fbd4abe871871a10246bcb/0_95_7360_4415/master/7360.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=0d4114e43d113bf8b603c29aa93a1b24,Unknown,Unknown,True,newsAPI," Chatham House has removed a reference to a Conservative party donor from a report on kleptocracy after a threatened legal action for libel . The thinktank removed the reference after a threat of legal action was made by a Tory party donor . The donor threatened to sue the thinktank for libel, but the report has now been removed .","('kleptocracy', 0.4332)"
139,The Guardian,2022-10-16,"No 10 chief of staff’s position untenable amid lobbying claims, says Labour",Labour has claimed Mark Fullbrooks position as Downing Street chief of staff is no longer tenable after it was revealed that before his appointment he tried to change UK foreign policy by arranging f… [+5445 chars],"No 10 chief staff ’ position untenable amid lobbying claims , says Labour",Labour claimed Mark Fullbrooks position Downing Street chief staff longer tenable revealed appointment tried change UK foreign policy arranging f… [ +5445 chars ],English,https://www.theguardian.com/politics/2022/oct/16/no-10-chief-staff-position-untenable-lobbying-claims-labour-mark-fullbrook,https://i.guim.co.uk/img/media/e535ba0e740fb579292f0e8bba61b8be4ef8109d/0_154_3500_2100/master/3500.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=34ab1f5bdcd24b56047a4c6677641af0,Unknown,Unknown,True,newsAPI, Labour claim Mark Fullbrooks position as Downing Street chief of staff is no longer tenable after it was revealed that before his appointment he tried to change UK foreign policy by arranging f… a meeting with the Foreign Office before he was appointed . Fullbrook tried to get the UK to change its foreign policy policy before being appointed as Downing St chief of Staff .,"('fullbrooks', 0.4381)"
140,The Guardian,2022-10-17,OFM Awards 2022: Editor’s Award – #CookForUkraine,"The Russian invasion of Ukraine has been going on for around 200 days when I sit down for tea with Olia Hercules and Alissa Timoshkina, founders of #CookForUkraine and winners of a special OFM Editor… [+5461 chars]",OFM Awards 2022 : Editor ’ Award – # CookForUkraine,"The Russian invasion Ukraine going around 200 days I sit tea Olia Hercules Alissa Timoshkina , founders # CookForUkraine winners special OFM Editor… [ +5461 chars ]",English,https://www.theguardian.com/food/2022/oct/17/ofm-awards-2022-editors-award-cook-for-ukraine-olia-hercules-alissa-timoshkina,https://i.guim.co.uk/img/media/69e124d423198f4e3e55fa1258dc8d3081a2ca75/0_618_8272_4963/master/8272.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdG8tZGVmYXVsdC5wbmc&enable=upscale&s=4d257f859c6c23d488c613400d93ca46,Unknown,Unknown,True,newsAPI," The Russian invasion of Ukraine has been going on for around 200 days . Olia Hercules and Alissa Timoshkina, founders of #CookForUkraine and winners of a special OFM Editor, sit down for tea with the founders of the #Cook forUkraine .","('ukraine', 0.4994)"
141,The Guardian,2022-10-18,Bibi review: Netanyahu memoir is hard-eyed – if not where Trump is concerned,"Benjamin Netanyahu is Israels longest-serving prime minister, in office three times over 15 years, as he reminds us in his memoir. These days, he leads the parliamentary opposition and is on trial fo… [+5590 chars]",Bibi review : Netanyahu memoir hard-eyed – Trump concerned,"Benjamin Netanyahu Israels longest-serving prime minister , office three times 15 years , reminds us memoir . These days , leads parliamentary opposition trial fo… [ +5590 chars ]",English,https://www.theguardian.com/books/2022/oct/18/bibi-review-benjamin-netanyahu-memoir-trump-obama-clinton-bush,https://i.guim.co.uk/img/media/405f224ef3e3cc38fb02167c3da6c8740b9c4fd3/0_76_2763_1658/master/2763.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=19e2dcfdd5109f3e036064b9dd86d404,Unknown,Unknown,True,newsAPI," Benjamin Netanyahu is Israels longest-serving prime minister, in office three times over 15 years, as he reminds us in his memoir . These days, he leads the parliamentary opposition and is on trial fo… Benjamin Netanyahu . Netanyahu is Israel's longest serving prime minister .","('netanyahu', 0.6128)"
142,The Guardian,2022-10-18,"Berlusconi said he received vodka shipment from Putin, reports say","Silvio Berlusconi has allegedly said Vladimir Putin gave him 20 bottles of vodka for his birthday after he re-established relations with the Russian president.
Berlusconi turned 86 on 29 September, … [+1902 chars]","Berlusconi said received vodka shipment Putin , reports say","Silvio Berlusconi allegedly said Vladimir Putin gave 20 bottles vodka birthday re-established relations Russian president . Berlusconi turned 86 29 September , … [ +1902 chars ]",English,https://www.theguardian.com/world/2022/oct/18/silvio-berlusconi-said-he-received-shipment-of-vodka-from-vladimir-putin-say-reports,https://i.guim.co.uk/img/media/c4a653d4b9d737de40594a7bf23f3b0eeedeab7c/0_0_5472_3283/master/5472.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=56af39a5d37236ea5726b32092fea5e5,Unknown,Unknown,True,newsAPI," Silvio Berlusconi has allegedly said Vladimir Putin gave him 20 bottles of vodka for his birthday after he re-established relations with the Russian president . Berlusconconi turned 86 on 29 September, turning 86 on September 29 September . The former Italian prime minister is said to have re-established relations with Putin .","('vodka', 0.5571)"
143,Yahoo Entertainment,2022-10-17,"Ex-journalist accused of pushing 'fake news' about Ukraine war has fled Russia, her lawyer says","The retirement of Oregons longest serving congressman, Democratic U.S. Rep. Peter DeFazio, has created an open seat in the state's sprawling 4th District in the western part of the state. While Repub… [+242 chars]","Ex-journalist accused pushing 'fake news ' Ukraine war fled Russia , lawyer says","The retirement Oregons longest serving congressman , Democratic U.S. Rep. Peter DeFazio , created open seat state 's sprawling 4th District western part state . While Repub… [ +242 chars ]",English,https://news.yahoo.com/ex-journalist-accused-pushing-fake-160832164.html,https://s.yimg.com/ny/api/res/1.2/hOlXEcp.TThjoZs8qQlhCg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://s.yimg.com/os/creatr-uploaded-images/2022-10/34626410-4e35-11ed-9f76-c65f388ae039,Unknown,Unknown,True,newsAPI, The retirement of Democratic U.S. Rep. Peter DeFazio has created an open seat in the state's sprawling 4th District in the western part of the state . While Repububly Republy House Democrats are seeking to fill the vacant seat .,"('congressman', 0.4585)"
144,Boing Boing,2022-10-17,"Fiona Hill: ""It's very clear that Elon Musk is transmitting a message for Putin""","Former Deputy Assistant to the President of the United States specializing in Russian and European affairs, Fiona Hill describes how Russian President Vladimir Putin is using Elon ""Pedo Guy"" Musk to … [+2490 chars]",Fiona Hill : `` It 's clear Elon Musk transmitting message Putin '',"Former Deputy Assistant President United States specializing Russian European affairs , Fiona Hill describes Russian President Vladimir Putin using Elon `` Pedo Guy '' Musk … [ +2490 chars ]",English,https://boingboing.net/2022/10/17/fiona-hill-its-very-clear-that-elon-musk-is-transmitting-a-message-for-putin.html,https://i0.wp.com/boingboing.net/wp-content/uploads/2022/05/horse-elon.jpg?fit=1200%2C941&ssl=1,Unknown,Unknown,True,newsAPI," Fiona Hill is a former Deputy Assistant to the President of the United States specializing in Russian and European affairs . Fiona Hill describes how Russian President Vladimir Putin is using Elon ""Pedo Guy"" Musk to … . Musk is using his experience as a way to get Elon Musk to develop a super-smart electric car .","('putin', 0.5249)"
145,Business Insider,2022-10-17,Elon Musk says SpaceX will let people donate money to fund Starlink for places in need of internet,"SpaceX plans to let people to donate money towards its Starlink satellite internet service for areas in need of broadband access, according to CEO Elon Musk.
The billionaire's comments were in respo… [+1934 chars]",Elon Musk says SpaceX let people donate money fund Starlink places need internet,"SpaceX plans let people donate money towards Starlink satellite internet service areas need broadband access , according CEO Elon Musk . The billionaire 's comments respo… [ +1934 chars ]",English,https://www.businessinsider.com/elon-musk-spacex-starlink-donate-satellite-internet-places-need-ukraine-2022-10,https://i.insider.com/634d190e6bd527001914e40f?width=1200&format=jpeg,Unknown,Unknown,True,newsAPI, SpaceX plans to let people to donate money towards its Starlink satellite internet service for areas in need of broadband access . The billionaire's comments were in respo… The comments are in response to comments made by SpaceX CEO Elon Musk . The company plans to launch a satellite internet satellite service in the near future .,"('starlink', 0.4715)"
146,Business Insider,2022-10-17,JPMorgan CEO Jamie Dimon warns an economic disaster may be looming - and sees consumer spending drying up by the summer,"Jamie Dimon has flagged the growing risk of an economic disaster, and warned US consumer spending could falter by next summer.
""We're just getting closer to what you and I might consider bad events,… [+2075 chars]",JPMorgan CEO Jamie Dimon warns economic disaster may looming - sees consumer spending drying summer,"Jamie Dimon flagged growing risk economic disaster , warned US consumer spending could falter next summer . `` We 're getting closer I might consider bad events , … [ +2075 chars ]",English,https://markets.businessinsider.com/news/stocks/jpmorgan-jamie-dimon-banks-economic-disaster-consumer-spending-inflation-recession-2022-10,https://i.insider.com/545801f069bedd5b7a59ce59?width=1200&format=jpeg,Unknown,Unknown,True,newsAPI," Jamie Dimon warns US consumer spending could falter by next summer . Dimon: ""We're just getting closer to what you and I might consider bad events"" Dimon has flagged the growing risk of an economic disaster in the U.S. Dimon says the economy is in danger of a recession .","('risk', 0.4573)"
147,Business Insider,2022-10-18,"Biden is set to release 14 million barrels of oil from US emergency reserves to keep a lid on gas prices, report says","The Biden administration is set to release 14 million barrels of oil from US reserves in an effort to cool rising gasoline prices ahead of the midterm elections in November, Reuters has reported.
Th… [+2064 chars]","Biden set release 14 million barrels oil US emergency reserves keep lid gas prices , report says","The Biden administration set release 14 million barrels oil US reserves effort cool rising gasoline prices ahead midterm elections November , Reuters reported . Th… [ +2064 chars ]",English,https://markets.businessinsider.com/news/commodities/oil-gas-prices-biden-spr-release-midterms-millions-barrels-opec-2022-10,https://i.insider.com/63069120a4574d00182d9f7f?width=1200&format=jpeg,Unknown,Unknown,True,newsAPI," The Biden administration is set to release 14 million barrels of oil from US reserves in an effort to cool rising gasoline prices ahead of the midterm elections in November . Reuters has reported that the move is aimed at cooling gasoline prices in advance of the November midterms . Biden administration: ""Th…Th…  Th…","('barrels', 0.4784)"
148,Business Insider,2022-10-18,JPMorgan's Marko Kolanovic recommends trimming exposure to stocks as risk of a hawkish policy error by the Fed rises,JPMorgan's chief global market strategist Marko Kolanovic is getting less bullish on stocks as risks rise that the hawkish Federal Reserve may force a policy error with its aggressive interest rate h… [+2506 chars],JPMorgan 's Marko Kolanovic recommends trimming exposure stocks risk hawkish policy error Fed rises,JPMorgan 's chief global market strategist Marko Kolanovic getting less bullish stocks risks rise hawkish Federal Reserve may force policy error aggressive interest rate h… [ +2506 chars ],English,https://markets.businessinsider.com/news/stocks/stock-market-outlook-risk-fed-hawkish-policy-error-marko-kolanovic-2022-10,https://i.insider.com/5f7759340ab50d00184addd2?width=1200&format=jpeg,Unknown,Unknown,True,newsAPI, JPMorgan's Marko Kolanovic is getting less bullish on stocks as risks rise that the hawkish Federal Reserve may force a policy error with its aggressive interest rate h… JPMorgan's chief global market strategist Marko Kolanovic says he is less bullish with stocks .,"('jpmorgan', 0.4711)"
149,Business Insider,2022-10-17,Videos capture a Russian strike fighter on fire moments before it crashed into an apartment building,"A Russian Su-34 strike fighter caught fire and crashed into a residential building in western Russia's port city Yeysk on Monday, killing several people, according to multiple reports that captured s… [+2383 chars]",Videos capture Russian strike fighter fire moments crashed apartment building,"A Russian Su-34 strike fighter caught fire crashed residential building western Russia 's port city Yeysk Monday , killing several people , according multiple reports captured s… [ +2383 chars ]",English,https://www.businessinsider.com/video-russian-bomber-catches-fire-before-crashing-into-residential-building-2022-10,https://i.insider.com/634da08e410f4300181498f2?width=1200&format=jpeg,Unknown,Unknown,True,newsAPI," A Russian Su-34 strike fighter caught fire and crashed into a residential building in western Russia's port city Yeysk . Several people were killed in the crash, according to multiple reports that captured the crash . The plane crashed into the residential building, killing several people .","('fighter', 0.3616)"
150,Reuters,2022-10-17,"EU set to train 15000 Ukrainian troops, provide more arms funding for Kyiv - Reuters","BRUSSELS, Oct 17 (Reuters) - European Union foreign ministers are expected to agree on a mission to train 15,000 Ukrainian troops from next month and an extra 500 million euros worth of funding for a… [+2603 chars]","EU set train 15000 Ukrainian troops , provide arms funding Kyiv - Reuters","BRUSSELS , Oct 17 ( Reuters ) - European Union foreign ministers expected agree mission train 15,000 Ukrainian troops next month extra 500 million euros worth funding a… [ +2603 chars ]",English,https://www.reuters.com/world/europe/eu-set-train-15000-ukrainian-troops-provide-more-arms-funding-kyiv-2022-10-17/,https://www.reuters.com/resizer/DnsmwXPPxxCa4tDkscqEHN2SZtA=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/Y4KPZGCFGVNSVA7XQ6FIXP35IA.jpg,Unknown,Unknown,True,newsAPI," EU foreign ministers are expected to agree on a mission to train 15,000 Ukrainian troops from next month . An extra 500 million euros worth of funding for a training mission is also expected to be agreed . EU ministers expected to also agree on an extra 500million euros for a funding for the training mission .","('train', 0.388)"
151,Reuters,2022-10-18,Saudi Arabia sells $5 bln in first bond deal in almost a year - Reuters,"DUBAI, Oct 18 (Reuters) - Saudi Arabia sold on Tuesday $5 billion in Islamic and conventional bonds for which demand topped $26.5 billion as it held its first international bond sale in almost a year… [+3345 chars]",Saudi Arabia sells $ 5 bln first bond deal almost year - Reuters,"DUBAI , Oct 18 ( Reuters ) - Saudi Arabia sold Tuesday $ 5 billion Islamic conventional bonds demand topped $ 26.5 billion held first international bond sale almost year… [ +3345 chars ]",English,https://www.reuters.com/markets/europe/saudi-arabia-sells-5-bln-first-bond-deal-almost-year-2022-10-18/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=116,Unknown,Unknown,True,newsAPI," Saudi Arabia sold on Tuesday $5 billion in Islamic and conventional bonds for which demand topped $26.5 billion . Saudi Arabia held its first international bond sale in almost a year . It was the country's first international Bond sale in nearly a year, with demand topping $26 billion .","('saudi', 0.4495)"
152,Reuters,2022-10-16,EU leaders set to explore gas price cap options - document - Reuters,"BRUSSELS, Oct 16 (Reuters) - European Union leaders meeting at the end of this week will explore a range of options for gas price caps, over which they have been divided for weeks, according to a new… [+2709 chars]",EU leaders set explore gas price cap options - document - Reuters,"BRUSSELS , Oct 16 ( Reuters ) - European Union leaders meeting end week explore range options gas price caps , divided weeks , according new… [ +2709 chars ]",English,https://www.reuters.com/business/energy/eu-leaders-set-explore-gas-price-cap-options-document-2022-10-16/,https://www.reuters.com/resizer/Js0lgygeRvLSjESaFYmR6cwS3Ac=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/GFLFG4PNSBKAPD2HRHOCH6EX2U.jpg,Unknown,Unknown,True,newsAPI," European Union leaders meeting at the end of this week will explore a range of options for gas price caps . EU leaders have been divided for weeks over the issue, according to a new report . The report says the gas price cap is a key issue for the EU, which has been a thorny issue for years .","('brussels', 0.3921)"
153,Reuters,2022-10-18,Washington plays hardball with Chevron's Venezuela license over Mexico talks - Reuters,"WASHINGTON, Oct 18 (Reuters) - U.S. officials have made clear that allowing oil major Chevron (CVX.N) to expand in Venezuela depends on a grand gesture: the Venezuelan government and opposition retur… [+3981 chars]",Washington plays hardball Chevron 's Venezuela license Mexico talks - Reuters,"WASHINGTON , Oct 18 ( Reuters ) - U.S. officials made clear allowing oil major Chevron ( CVX.N ) expand Venezuela depends grand gesture : Venezuelan government opposition retur… [ +3981 chars ]",English,https://www.reuters.com/business/energy/washington-plays-hardball-with-chevrons-venezuela-license-over-mexico-talks-2022-10-18/,https://www.reuters.com/resizer/jB0SsxDj0W5GCpLURREuuBkZ-aw=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/2ZWLAB3DENI7DNZVHBNODQFJYY.jpg,Unknown,Unknown,True,newsAPI, U.S. officials have made clear that allowing oil major Chevron to expand in Venezuela depends on a grand gesture . Venezuelan government and opposition returrying to stop the deal is key to stopping the deal . Chevron says the Venezuelan government wants to keep the deal with the oil giant .,"('chevron', 0.4574)"
154,9to5Mac,2022-10-18,"Sham referendums in Ukraine see Apple pull major Russian apps [U: Restored, to mixed reactions]","Update: Apple has now restored the apps, for unknown reasons see update at end.
The Russian government’s decision to hold sham referendums in Ukraine has seen Apple pull a number of major apps in re… [+4514 chars]","Sham referendums Ukraine see Apple pull major Russian apps [ U : Restored , mixed reactions ]","Update : Apple restored apps , unknown reasons see update end . The Russian government ’ decision hold sham referendums Ukraine seen Apple pull number major apps re… [ +4514 chars ]",English,https://9to5mac.com/2022/10/18/sham-referendums-in-ukraine/,https://i0.wp.com/9to5mac.com/wp-content/uploads/sites/6/2022/09/Sham-referendums-in-Ukraine.jpg?resize=1200%2C628&quality=82&strip=all&ssl=1,Unknown,Unknown,True,newsAPI," The Russian government’s decision to hold sham referendums in Ukraine has seen Apple pull a number of major apps . Apple has now restored the apps, for unknown reasons see update at end of this article . Update: Apple has since restored apps, with unknown reasons .","('apps', 0.538)"
155,Time,2022-10-18,Germany Is Delaying Its Nuclear Power Plant Shutdown. Here’s Why,BERLIN — German Chancellor Olaf Scholz has ordered preparations for all of the country’s three remaining nuclear reactors to continue operating until mid-April. The move marks another hiccup in the c… [+3626 chars],Germany Is Delaying Its Nuclear Power Plant Shutdown . Here ’ Why,BERLIN — German Chancellor Olaf Scholz ordered preparations country ’ three remaining nuclear reactors continue operating mid-April . The move marks another hiccup c… [ +3626 chars ],English,https://time.com/6222825/germany-delays-nuclear-power-shutdown/,https://api.time.com/wp-content/uploads/2022/10/GettyImages-1242300116.jpg?quality=85,Unknown,Unknown,True,newsAPI, German Chancellor Olaf Scholz has ordered preparations for all of the country’s three remaining nuclear reactors to continue operating until mid-April . The move marks another hiccup in the cahiling of Germany's nuclear program . The country's three remaining reactors are expected to continue to operate until April .,"('reactors', 0.5078)"
156,The Guardian,2022-10-16,The week in TV: Candy; The Elon Musk Show; Wreck; Bad Sisters – review,"CandyDisney+The Elon Musk Show BBC Two | iPlayerWreck BBC Three | iPlayerBad SistersApple TV+
Has the true crime boom gone bust? Have we gorged too long on the all-you-can-eat buffet of Murder Most … [+7224 chars]",The week TV : Candy ; The Elon Musk Show ; Wreck ; Bad Sisters – review,CandyDisney+The Elon Musk Show BBC Two | iPlayerWreck BBC Three | iPlayerBad SistersApple TV+ Has true crime boom gone bust ? Have gorged long all-you-can-eat buffet Murder Most … [ +7224 chars ],English,https://www.theguardian.com/tv-and-radio/2022/oct/16/candy-review-disney-the-elon-musk-show-wreck-bad-sisters-finale,https://i.guim.co.uk/img/media/50a81574699bc198256dc468a27022291fd3cf20/145_283_5436_3261/master/5436.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdG8tZGVmYXVsdC5wbmc&enable=upscale&s=9a99e885ce378f4c32c1a9d79fad26c9,Unknown,Unknown,True,newsAPI, Has the true crime boom gone bust? Have we gorged too long on the all-you-can-eat buffet of Murder Most? Have you gorged on the murder most popular crime shows? We watch the latest episode of The Elon Musk Show on BBC Two and BBC Three .,"('candydisney', 0.5321)"
157,Space.com,2022-10-16,Russian Angara rocket launches mysterious military satellite,"Russia launched a small military satellite on Saturday (Oct. 15), pulling off its third orbital mission in less than a week.
An Angara rocket lifted off from Plesetsk Cosmodrome in northwestern Russ… [+3312 chars]",Russian Angara rocket launches mysterious military satellite,"Russia launched small military satellite Saturday ( Oct. 15 ) , pulling third orbital mission less week . An Angara rocket lifted Plesetsk Cosmodrome northwestern Russ… [ +3312 chars ]",English,https://www.space.com/russia-angara-rocket-launches-military-satellite-october-2022,https://cdn.mos.cms.futurecdn.net/RXUKcoQV9kG4QNuqRckp8n-1200-80.jpg,Unknown,Unknown,True,newsAPI," Russia launched a small military satellite on Saturday (Oct. 15), pulling off its third orbital mission in less than a week . The Angara rocket lifted off from Plesetsk Cosmodrome in northwestern Russia . It is the third time Russia has successfully launched an orbital mission .","('satellite', 0.413)"
158,Politico,2022-10-18,German cybersecurity chief out amid reports of Russia ties,"The German government said over a week ago that it was investigating the reports comprehensively.
There is growing concern in Germany that the countrys critical infrastructure might be targeted by R… [+874 chars]",German cybersecurity chief amid reports Russia ties,The German government said week ago investigating reports comprehensively . There growing concern Germany countrys critical infrastructure might targeted R… [ +874 chars ],English,https://www.politico.com/news/2022/10/18/germany-cybersecurity-russia-ties-00062392,https://static.politico.com/6e/07/04b73e54480398d9c2858336cf84/https-delivery.gettyimages.com/downloads/1229178786,Unknown,Unknown,True,newsAPI, There is growing concern in Germany that the country's critical infrastructure might be targeted by R… The German government said over a week ago that it was investigating the reports comprehensively . The German Government said over . a week earlier that it is investigating reports of attacks on critical infrastructure in Germany .,"('infrastructure', 0.3852)"
159,Politico,2022-10-17,Jury gets Danchenko case in what may be Durham's swan song,"Durham personally handled the prosecutions final argument to the jury, contending that his investigation was a logical follow-up to Special Counsel Robert Muellers conclusion that there was no prosec… [+4686 chars]",Jury gets Danchenko case may Durham 's swan song,"Durham personally handled prosecutions final argument jury , contending investigation logical follow-up Special Counsel Robert Muellers conclusion prosec… [ +4686 chars ]",English,https://www.politico.com/news/2022/10/17/jury-danchenko-case-durhams-swan-song-00062146,https://static.politico.com/c9/52/298cc4484125bec554618c14f645/trump-russia-probe-77591.jpg,Unknown,Unknown,True,newsAPI," Durham personally handled the prosecutions final argument to the jury, contending that his investigation was a logical follow-up to Special Counsel Robert Muellers conclusion that there was no prosecutorial misconduct . Durham personally argued that the investigation was the result of the Special Counsel's conclusion that no prosecution was found guilty .","('prosecutions', 0.4446)"
