,Author,Published Date,Title,Text,Title_without_stopwords,Text_without_stopwords,Language,Site_url,Main_img_url,Type,Label,hasImage,camefrom
171,Al Jazeera English,2022-10-04,Ukraine promises to export more grains to African countries,"Ukraines Foreign Minister Dmytro Kuleba has promised that his country will do all it can to send more grain to Africa as he began his African tour this week in Senegal.
After meeting with Senegals p¡¦ [+2023 chars]",Ukraine promises export grains African countries,Ukraines Foreign Minister Dmytro Kuleba promised country send grain Africa began African tour week Senegal . After meeting Senegals p¡¦ [ +2023 chars ],English,https://www.aljazeera.com/news/2022/10/4/ukraine-promises-to-export-more-grains-to-african-countries,https://www.aljazeera.com/wp-content/uploads/2022/10/2022-04-04T165247Z_139051582_RC2GGT9POSXX_RTRMADP_3_UKRAINE-CRISIS-KULEBA-TRUSS.jpg?resize=1920%2C1440,Unknown,Unknown,TRUE,newsAPI
172,TechCrunch,2022-10-04,Russia debates staying on ISS past 2024 despite tensions,"Russia is having internal discussions over continuing its participation in the International Space Station (ISS) beyond 2024, despite statements made earlier this summer that the country will pull ou¡¦ [+2164 chars]",Russia debates staying ISS past 2024 despite tensions,"Russia internal discussions continuing participation International Space Station ( ISS ) beyond 2024 , despite statements made earlier summer country pull ou¡¦ [ +2164 chars ]",English,https://techcrunch.com/2022/10/04/russia-debates-staying-on-iss-past-2024-despite-tensions/,https://s.yimg.com/uu/api/res/1.2/mjmg4UygXs182cIc6tN1Xw--~B/aD03MDg7dz0xMDI0O2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/techcrunch_350/5bcc8fe27cfbb9981e6e1dc7b51e3718,Unknown,Unknown,TRUE,newsAPI
173,Marginalrevolution.com,2022-10-03,"Trey Howard, arguing nuclear risk is low","From my email:
¡°Recent headlines prompted me to revisit?the list?I sent earlier this year. The situation is grim but unlikely to lead to nuclear weapons.
<ol><li>Ukrainian military power is over-ra¡¦ [+5166 chars]","Trey Howard , arguing nuclear risk low",From email : ¡° Recent headlines prompted revisit list I sent earlier year . The situation grim unlikely lead nuclear weapons . < ol > < li > Ukrainian military power over-ra¡¦ [ +5166 chars ],English,https://marginalrevolution.com/marginalrevolution/2022/10/trey-howard-arguing-nuclear-risk-is-low.html,https://marginalrevolution.com/wp-content/uploads/2016/10/MR-logo-thumbnail.png,Unknown,Unknown,TRUE,newsAPI
174,Yahoo Entertainment,2022-10-04,Kremlin welcomes Elon Musk's proposal for Ukraine settlement that Kyiv previously rejected,"STORY: President Vladimir Putin's military call-up for the war in Ukraine has prompted tens of thousands of Russian men to try to flee the country, often by circuitous routes.Kirill Ponomarev, from V¡¦ [+1846 chars]",Kremlin welcomes Elon Musk 's proposal Ukraine settlement Kyiv previously rejected,"STORY : President Vladimir Putin 's military call-up war Ukraine prompted tens thousands Russian men try flee country , often circuitous routes.Kirill Ponomarev , V¡¦ [ +1846 chars ]",English,https://news.yahoo.com/kremlin-welcomes-elon-musks-proposal-153602846.html,https://s.yimg.com/ny/api/res/1.2/1yz.9Eumbx4p3kmc5EDh9A--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://s.yimg.com/os/creatr-uploaded-images/2022-10/2f3ed230-43f8-11ed-8cdf-bb2a968fd98d,Unknown,Unknown,TRUE,newsAPI
175,Yahoo Entertainment,2022-10-02,National Guard of Ukraine fighters capture Russian tank near Lyman,"KATERYNA TYSHCHENKO SUNDAY, 2 OCTOBER 2022, 16:21
Soldiers of the National Guard of Ukraine have captured a Russian T-72B3 tank near Lyman in Donetsk Oblast.
Source:National Guard of Ukraine
All p¡¦ [+623 chars]",National Guard Ukraine fighters capture Russian tank near Lyman,"KATERYNA TYSHCHENKO SUNDAY , 2 OCTOBER 2022 , 16:21 Soldiers National Guard Ukraine captured Russian T-72B3 tank near Lyman Donetsk Oblast . Source : National Guard Ukraine All p¡¦ [ +623 chars ]",English,https://news.yahoo.com/national-guard-ukraine-fighters-capture-132103269.html,https://s.yimg.com/uu/api/res/1.2/Cyg1l.P2Hu.VdLCjfbRVkQ--~B/aD0zODc7dz02OTA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/ukrayinska_pravda_articles_451/3fcc781284af8f3295e50a7c7ef7b777,Unknown,Unknown,TRUE,newsAPI
176,Yahoo Entertainment,2022-10-04,Shotgun Wedding Trailer: Jennifer Lopez\'s Wedding Is Held Hostage,"STOCKHOLM/OSLO (Reuters) -Sweden sent a diving vessel on Monday to the site of Russian gas pipelines in the Baltic Sea that ruptured last week following blasts in the area, to probe an incident that ¡¦ [+479 chars]",Shotgun Wedding Trailer : Jennifer Lopez\ 's Wedding Is Held Hostage,"STOCKHOLM/OSLO ( Reuters ) -Sweden sent diving vessel Monday site Russian gas pipelines Baltic Sea ruptured last week following blasts area , probe incident ¡¦ [ +479 chars ]",English,https://news.yahoo.com/shotgun-wedding-trailer-jennifer-lopez-142826257.html,https://s.yimg.com/uu/api/res/1.2/jR3KHAD.ne3auNKiTN76Pw--~B/aD0zNjA7dz02NDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/video.thewrap.com/73ec727b9d208351acef491fc9f09020,Unknown,Unknown,TRUE,newsAPI
177,Politico,2022-10-02,"10 torture sites in 1 town: Russia sowed pain, fear in Izium","The brutal encounter at the end of March was just the start. Andriy Kotsar would be captured and tortured twice more by Russian forces in Izium, and the pain would be even worse.
Russian torture in ¡¦ [+11271 chars]","10 torture sites 1 town : Russia sowed pain , fear Izium","The brutal encounter end March start . Andriy Kotsar would captured tortured twice Russian forces Izium , pain would even worse . Russian torture ¡¦ [ +11271 chars ]",English,https://www.politico.com/news/2022/10/02/russia-ukraine-torture-izium-00059905,https://static.politico.com/d6/92/e86a4a584265a1a9cfc465c439bd/ap22273794155595.jpg,Unknown,Unknown,TRUE,newsAPI
178,USA Today,2022-10-04,Daily Briefing: North Korea fires over Japan,Japan issued an emergency alert after North Korea continued its missile testing. Planned Parenthood will begin offering abortion services in an RV to reach skyrocketing demand in the Midwest. It's Wo¡¦ [+5581 chars],Daily Briefing : North Korea fires Japan,Japan issued emergency alert North Korea continued missile testing . Planned Parenthood begin offering abortion services RV reach skyrocketing demand Midwest . It 's Wo¡¦ [ +5581 chars ],English,https://www.usatoday.com/story/news/2022/10/04/daily-briefing-north-korea-fires-over-japan/8166101001/,"https://www.gannett-cdn.com/presto/2022/10/04/USAT/97b740f8-424e-4182-a911-0000ff3ee16c-AFP_AFP_32KN3JN.jpg?crop=5691,3202,x0,y0&width=3200&height=1801&format=pjpg&auto=webp",Unknown,Unknown,TRUE,newsAPI
179,Business Insider,2022-10-04,What 40 hours of VC podcasts can teach us about Silicon Valley,"Top of the morning, readers. Writing to you from New York, I'm your host, Jordan Parker Erb.
There's roughly a zillion podcasts in the world right now. That's particularly true in the tech industry,¡¦ [+5007 chars]",What 40 hours VC podcasts teach us Silicon Valley,"Top morning , readers . Writing New York , I 'm host , Jordan Parker Erb . There 's roughly zillion podcasts world right . That 's particularly true tech industry , ¡¦ [ +5007 chars ]",English,https://www.businessinsider.com/what-podcasts-can-teach-us-about-silicon-valley-2022-10,https://i.insider.com/633b56904d423e0018202bd0?width=1200&format=jpeg,Unknown,Unknown,TRUE,newsAPI
180,StockNews.com,2022-10-04,2 Stocks to Get Rid of as the Fed Continues to Raise Rates,"The raging inflation and the Fed's hawkish tilt have been weighing on investors' sentiments lately. Amid the growing recession fears and market volatility, we think investors should avoid fundamental¡¦ [+4303 chars]",2 Stocks Get Rid Fed Continues Raise Rates,"The raging inflation Fed 's hawkish tilt weighing investors ' sentiments lately . Amid growing recession fears market volatility , think investors avoid fundamental¡¦ [ +4303 chars ]",English,https://stocknews.com/news/wynn-bbby-2-stocks-to-get-rid-of-as-the-fed-continues/,https://assets.entrepreneur.com/providers/stocknews/hero-image-stocknews-436562.jpeg,Unknown,Unknown,TRUE,newsAPI
181,The New Yorker,2022-10-03,Inside Russia¡¯s ¡°Filtration Camps¡± in Eastern Ukraine,"Content
This content can also be viewed on the site it originates from.
On the morning of April 13th, forty-seven days after Russia began its siege of the Ukrainian port city of Mariupol, a man in ¡¦ [+10392 chars]",Inside Russia ¡¯ ¡° Filtration Camps ¡± Eastern Ukraine,"Content This content also viewed site originates . On morning April 13th , forty-seven days Russia began siege Ukrainian port city Mariupol , man ¡¦ [ +10392 chars ]",English,https://www.newyorker.com/magazine/2022/10/10/inside-russias-filtration-camps-in-eastern-ukraine,"https://media.newyorker.com/photos/633783c8882c6ff52b2d4781/16:9/w_1280,c_limit/221010_r41150web-story.jpg",Unknown,Unknown,TRUE,newsAPI
182,Reuters,2022-10-03,Breakingviews - The end of cheap money reveals global debt problem - Reuters,"LONDON, Oct 3 (Reuters Breakingviews) - The global financial crisis of 2008 was supposed to have taught the world the dangers of excessive debt. But borrowing has shot up since then. The debt of gove¡¦ [+6677 chars]",Breakingviews - The end cheap money reveals global debt problem - Reuters,"LONDON , Oct 3 ( Reuters Breakingviews ) - The global financial crisis 2008 supposed taught world dangers excessive debt . But borrowing shot since . The debt gove¡¦ [ +6677 chars ]",English,https://www.reuters.com/breakingviews/end-cheap-money-reveals-global-debt-problem-2022-10-03/,https://www.reuters.com/resizer/mdQC-dWPWRnTHJxAn8LRLCmAQxs=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/LI6SKWZDWBMBRL2YYXK66GQ55U.jpg,Unknown,Unknown,TRUE,newsAPI
183,Reuters,2022-10-04,Column: London Metal Exchange ducks Russian sanctions pressure - Reuters,"LONDON, Oct 4 (Reuters) - It's clear the London Metal Exchange (LME) isn't going to be rushed into any decision on whether to continue accepting Russian metal against its contracts.
A discussion pap¡¦ [+6465 chars]",Column : London Metal Exchange ducks Russian sanctions pressure - Reuters,"LONDON , Oct 4 ( Reuters ) - It 's clear London Metal Exchange ( LME ) n't going rushed decision whether continue accepting Russian metal contracts . A discussion pap¡¦ [ +6465 chars ]",English,https://www.reuters.com/markets/commodities/london-metal-exchange-ducks-russian-sanctions-pressure-2022-10-04/,https://www.reuters.com/pf/resources/images/reuters/reuters-default.png?d=114,Unknown,Unknown,TRUE,newsAPI
184,Techdirt,2022-10-03,Lazy-Ass House GOP Uses Foreign Stock Photos In Video About America,"from the 'merica dept
I get that stock photos are a thing and that political campaigns or teams may be pressed for time, but some things really shouldn¡¯t be so hard. If you follow politics, you may ¡¦ [+3221 chars]",Lazy-Ass House GOP Uses Foreign Stock Photos In Video About America,"'merica dept I get stock photos thing political campaigns teams may pressed time , things really ¡¯ hard . If follow politics , may ¡¦ [ +3221 chars ]",English,https://www.techdirt.com/2022/10/03/lazy-ass-house-gop-uses-foreign-stock-photos-in-video-about-america/,https://www.techdirt.com/wp-content/themes/techdirt/assets/images/td-rect-logo-white.png,Unknown,Unknown,TRUE,newsAPI
185,Politico,2022-10-02,CPAC deletes tweet that used pro-Putin language,"Vladimir Putin announces the annexation of 4 Ukrainian-occupied territories. Biden and the Dems continue to send Ukraine billions of taxpayer dollars. Meanwhile, we are under attack at our southern b¡¦ [+875 chars]",CPAC deletes tweet used pro-Putin language,"Vladimir Putin announces annexation 4 Ukrainian-occupied territories . Biden Dems continue send Ukraine billions taxpayer dollars . Meanwhile , attack southern b¡¦ [ +875 chars ]",English,https://www.politico.com/news/2022/10/02/cpac-deletes-tweet-putin-ukraine-00059925,https://static.politico.com/48/6d/3ff201a546d0b2ae0b6ba9b8bb64/ap22216722164027.jpg,Unknown,Unknown,TRUE,newsAPI
186,The New York Times,2022-10-02,Zelensky says Russia¡¯s retreat shows its annexation moves are a ¡®farce.¡¯,"President Volodymyr Zelensky of Ukraine quickly sought to capitalize politically on the Russian retreat from the crucial rail hub of Lyman, saying that it showed that Moscow¡¯s attempt to illegally annex much of the country was an ¡°absolute farce.¡±",Zelensky says Russia ¡¯ retreat shows annexation moves ¡® farce . ¡¯,"President Volodymyr Zelensky Ukraine quickly sought capitalize politically Russian retreat crucial rail hub Lyman , saying showed Moscow ¡¯ attempt illegally annex much country ¡° absolute farce . ¡±",English,https://www.nytimes.com/2022/10/01/world/europe/zelensky-says-his-forces-will-recapture-more-towns-after-lyman.html,,Unknown,Unknown,FALSE,NYTimes
187,The New York Times,2022-10-02,¡®S.N.L.¡¯ Season Premiere Weighs in on Its Own Trump Sketch,The show kicked off its 48th year with a cold open that was also a commentary on the expectations it faces after big cast changes.,¡® S.N.L. ¡¯ Season Premiere Weighs Its Own Trump Sketch,The show kicked 48th year cold open also commentary expectations faces big cast changes .,English,https://www.nytimes.com/2022/10/02/arts/television/snl-miles-teller-kendrick-lamar.html,,Unknown,Unknown,FALSE,NYTimes
188,The New York Times,2022-10-02,The Racial Divide Herschel Walker Couldn¡¯t Outrun,"As a teenage football prodigy, Mr. Walker was pressed to join a fight for civil rights in his hometown. His decision echoes decades later.",The Racial Divide Herschel Walker Couldn ¡¯ Outrun,"As teenage football prodigy , Mr. Walker pressed join fight civil rights hometown . His decision echoes decades later .",English,https://www.nytimes.com/2022/10/02/us/politics/herschel-walker-georgia-senate-race.html,,Unknown,Unknown,FALSE,NYTimes
189,The New York Times,2022-10-02,This is the latest in a grim history of deadly episodes at soccer stadiums.,"These events have prompted major changes. But fatal tramplings still occur, with more than 125 killed in Indonesia on Saturday.",This latest grim history deadly episodes soccer stadiums .,"These events prompted major changes . But fatal tramplings still occur , 125 killed Indonesia Saturday .",English,https://www.nytimes.com/2022/10/02/world/asia/worst-soccer-deaths.html,,Unknown,Unknown,FALSE,NYTimes
190,The New York Times,2022-10-02,Putin¡¯s nuclear threats stir growing alarm in Washington.,"In a gathering Cold War atmosphere, American officials are gaming out responses should Russia resort to battlefield nuclear weapons.",Putin ¡¯ nuclear threats stir growing alarm Washington .,"In gathering Cold War atmosphere , American officials gaming responses Russia resort battlefield nuclear weapons .",English,https://www.nytimes.com/2022/10/02/world/europe/putins-nuclear-threats-stir-growing-alarm-in-washington.html,,Unknown,Unknown,FALSE,NYTimes
191,The New York Times,2022-10-02,My First Yom Kippur in Exile,"When it became clear that Vladimir Putin would require me to support his war in Ukraine, I had to leave. ",My First Yom Kippur Exile,"When became clear Vladimir Putin would require support war Ukraine , I leave .",English,https://www.nytimes.com/2022/10/02/opinion/moscow-rabbi-yom-kippur.html,,Unknown,Unknown,FALSE,NYTimes
192,The New York Times,2022-10-02,The Week in Business: Market Chaos in Britain,Wall Street volatility continued. Tallying the costs of Hurricane Ian has just begun. And a report on the strength of the job market is coming this week.,The Week Business : Market Chaos Britain,Wall Street volatility continued . Tallying costs Hurricane Ian begun . And report strength job market coming week .,English,https://www.nytimes.com/2022/10/02/business/the-week-in-business-markets-britain-pound.html,,Unknown,Unknown,FALSE,NYTimes
193,The New York Times,2022-10-02,A choice between two heavyweights,"Brazil votes for president today. Jack Nicas, the bureau chief there, explains what¡¯s at stake.",A choice two heavyweights,"Brazil votes president today . Jack Nicas , bureau chief , explains ¡¯ stake .",English,https://www.nytimes.com/2022/10/02/briefing/a-choice-between-two-heavyweights.html,,Unknown,Unknown,FALSE,NYTimes
194,The New York Times,2022-10-02,"In Burkina Faso, the Man Who Once Led a Coup Is Ousted by One",Lt. Col. Paul-Henri Sandaogo Damiba seized power in a coup in January. But factions of the military grew frustrated with his handling of a security crisis plaguing the West African nation.,"In Burkina Faso , Man Who Once Led Coup Is Ousted One",Lt. Col. Paul-Henri Sandaogo Damiba seized power coup January . But factions military grew frustrated handling security crisis plaguing West African nation .,English,https://www.nytimes.com/2022/10/02/world/africa/burkina-faso-coup-france-russia.html,,Unknown,Unknown,FALSE,NYTimes
195,The New York Times,2022-10-02,A soldier and civilian are treated side-by-side at a field hospital in the south.,"At a field hospital not far from the front line in southern Ukraine¡¯s Zaporizhzhia region, the sound of artillery fire and incoming rounds punctured the otherwise placid surroundings on a warm fall day.",A soldier civilian treated side-by-side field hospital south .,"At field hospital far front line southern Ukraine ¡¯ Zaporizhzhia region , sound artillery fire incoming rounds punctured otherwise placid surroundings warm fall day .",English,https://www.nytimes.com/2022/10/02/world/europe/a-soldier-and-civilian-are-treated-side-by-side-at-a-field-hospital-in-the-south.html,,Unknown,Unknown,FALSE,NYTimes
196,The New York Times,2022-10-02,Putin¡¯s claims to Donetsk are news to the residents of newly liberated Lyman.,"Russia¡¯s president decreed on Friday that four regions of Ukraine including Donetsk, where Lyman is located, would be absorbed into Russia.",Putin ¡¯ claims Donetsk news residents newly liberated Lyman .,"Russia ¡¯ president decreed Friday four regions Ukraine including Donetsk , Lyman located , would absorbed Russia .",English,https://www.nytimes.com/2022/10/02/world/europe/putin-russia-donetsk-lyman.html,,Unknown,Unknown,FALSE,NYTimes
197,The New York Times,2022-10-02,Nine NATO nations express support for Ukraine¡¯s membership bid.,"The leaders of nine European NATO members signed a joint statement on Sunday supporting Ukraine¡¯s bid for membership, an application that is likely to face hurdles.",Nine NATO nations express support Ukraine ¡¯ membership bid .,"The leaders nine European NATO members signed joint statement Sunday supporting Ukraine ¡¯ bid membership , application likely face hurdles .",English,https://www.nytimes.com/2022/10/02/world/europe/nine-european-nations-express-support-for-ukraines-bid-for-nato-membership.html,,Unknown,Unknown,FALSE,NYTimes
198,The New York Times,2022-10-02,Your Monday Briefing: Indonesia¡¯s Stadium Tragedy,Plus Brazil votes in national elections and China wrestles with Covid fatigue.,Your Monday Briefing : Indonesia ¡¯ Stadium Tragedy,Plus Brazil votes national elections China wrestles Covid fatigue .,English,https://www.nytimes.com/2022/10/02/briefing/indonesia-soccer-death-stampede-asia.html,,Unknown,Unknown,FALSE,NYTimes
199,The New York Times,2022-10-02,"On Russian TV, the Kremlin emphasizes a fight against all of the West, not just Ukraine.","As Russia reels from its military failure in Lyman, the Kremlin has sought to use its propaganda channels to amplify President Vladimir V. Putin¡¯s core argument ? emphasized in his bellicose speech on Friday ? that in Ukraine, Russia is at war with the collective West, whom he calls ¡°Anglo-Saxons.¡±","On Russian TV , Kremlin emphasizes fight West , Ukraine .","As Russia reels military failure Lyman , Kremlin sought use propaganda channels amplify President Vladimir V. Putin ¡¯ core argument ? emphasized bellicose speech Friday ? Ukraine , Russia war collective West , calls ¡° Anglo-Saxons . ¡±",English,https://www.nytimes.com/2022/10/03/world/europe/on-russian-tv-the-kremlin-emphasizes-a-fight-against-all-of-the-west-not-just-ukraine.html,,Unknown,Unknown,FALSE,NYTimes
200,The New York Times,2022-10-02,OPEC Plus Considering Major Production Cut to Prop Up Oil Prices,"The oil producers group, which meets on Wednesday, is worried about declining demand in a slowing global economy. Prices have dropped by 25 percent since June.",OPEC Plus Considering Major Production Cut Prop Up Oil Prices,"The oil producers group , meets Wednesday , worried declining demand slowing global economy . Prices dropped 25 percent since June .",English,https://www.nytimes.com/2022/10/02/business/opec-plus-production-cut.html,,Unknown,Unknown,FALSE,NYTimes
201,The New York Times,2022-10-02,Ukrainian Troops Hunt Demoralized Russian Stragglers in Seized City,"A major Russian newspaper said the Russian troops, facing defeat in Lyman, had fled with ¡°empty eyes¡± after barely escaping with their lives.",Ukrainian Troops Hunt Demoralized Russian Stragglers Seized City,"A major Russian newspaper said Russian troops , facing defeat Lyman , fled ¡° empty eyes ¡± barely escaping lives .",English,https://www.nytimes.com/2022/10/02/world/europe/ukraine-russia-lyman.html,,Unknown,Unknown,FALSE,NYTimes
202,The New York Times,2022-10-02,"The Nord Stream pipelines have stopped leaking, the Danish Energy Agency says.",Both European and Russian leaders have said that ruptures discovered undersea were an act of sabotage.,"The Nord Stream pipelines stopped leaking , Danish Energy Agency says .",Both European Russian leaders said ruptures discovered undersea act sabotage .,English,https://www.nytimes.com/2022/10/02/world/europe/nord-stream-pipeline-damage-russia.html,,Unknown,Unknown,FALSE,NYTimes
203,The New York Times,2022-10-03,I Lived in Russia? Annexation Is News to Key City Reclaimed by Ukraine.,"Without access to electricity, radios or the internet, residents of Lyman said they were unaware of President Vladimir V. Putin¡¯s grandiose celebration of an illegal land grab.",I Lived Russia ? Annexation Is News Key City Reclaimed Ukraine .,"Without access electricity , radios internet , residents Lyman said unaware President Vladimir V. Putin ¡¯ grandiose celebration illegal land grab .",English,https://www.nytimes.com/2022/10/03/world/europe/russia-lyman-ukraine.html,,Unknown,Unknown,FALSE,NYTimes
204,The New York Times,2022-10-03,Your Monday Briefing,Nord Stream leakages stop.,Your Monday Briefing,Nord Stream leakages stop .,English,https://www.nytimes.com/2022/10/03/briefing/pipeline-leakages-indonesia-soccer.html,,Unknown,Unknown,FALSE,NYTimes
205,The New York Times,2022-10-03,"Truss, in Reversal, Drops Plan to Cut U.K. Tax Rate on High Earners",The announcement was a major capitulation by Prime Minister Liz Truss¡¯s government after the tax cuts it announced roiled financial markets and drew widespread criticism.,"Truss , Reversal , Drops Plan Cut U.K. Tax Rate High Earners",The announcement major capitulation Prime Minister Liz Truss ¡¯ government tax cuts announced roiled financial markets drew widespread criticism .,English,https://www.nytimes.com/2022/10/03/world/europe/uk-tax-rate-cut.html,,Unknown,Unknown,FALSE,NYTimes
206,The New York Times,2022-10-03,A U.S. ¡®Ships Act¡¯ Would Break China¡¯s Control of the Seas,China¡¯s shipping dominance could bring the U.S. to its knees in a conflict.,A U.S. ¡® Ships Act ¡¯ Would Break China ¡¯ Control Seas,China ¡¯ shipping dominance could bring U.S. knees conflict .,English,https://www.nytimes.com/2022/10/03/opinion/china-us-shipping-security.html,,Unknown,Unknown,FALSE,NYTimes
207,The New York Times,2022-10-03,When America Was Awash in Patriotic Frenzy and Political Repression,"Adam Hochschild¡¯s new book, ¡°American Midnight,¡± offers a vivid account of the country during the years 1917-21, when extremism reached levels rarely rivaled in our history.",When America Was Awash Patriotic Frenzy Political Repression,"Adam Hochschild ¡¯ new book , ¡° American Midnight , ¡± offers vivid account country years 1917-21 , extremism reached levels rarely rivaled history .",English,https://www.nytimes.com/2022/10/03/books/review/american-midnight-adam-hochschild.html,,Unknown,Unknown,FALSE,NYTimes
208,The New York Times,2022-10-03,The Ukrainian first lady says the war is like something out of the ¡®Middle Ages.¡¯,"Olena Zelenska told CBS News that Russian attacks on schools, hospitals and residential areas have been a form of terrorism.",The Ukrainian first lady says war like something ¡® Middle Ages . ¡¯,"Olena Zelenska told CBS News Russian attacks schools , hospitals residential areas form terrorism .",English,https://www.nytimes.com/2022/10/03/world/europe/ukraine-first-lady-60-minutes.html,,Unknown,Unknown,FALSE,NYTimes
209,The New York Times,2022-10-03,Rex Tillerson Says He Knew Nothing of Foreign Influence Plans,"The former secretary of state testified in the trial of Thomas Barrack, who is accused of acting as an agent for the United Arab Emirates during the Trump administration.",Rex Tillerson Says He Knew Nothing Foreign Influence Plans,"The former secretary state testified trial Thomas Barrack , accused acting agent United Arab Emirates Trump administration .",English,https://www.nytimes.com/2022/10/03/nyregion/rex-tillerson-testify-foreign-influence-trial.html,,Unknown,Unknown,FALSE,NYTimes
210,The New York Times,2022-10-03,Credit Suisse Takes a Hit Over Investor Fears,Shares in the troubled Swiss banking giant sunk on Monday as investors worry it may not pull off a risky turnaround plan.,Credit Suisse Takes Hit Over Investor Fears,Shares troubled Swiss banking giant sunk Monday investors worry may pull risky turnaround plan .,English,https://www.nytimes.com/2022/10/03/business/dealbook/credit-suisse-share-fall-turnaround.html,,Unknown,Unknown,FALSE,NYTimes
211,The New York Times,2022-10-03,"The head of the Zaporizhzhia nuclear plant has been released from detention, the U.N. nuclear agency says.",The detention by Russia of Ihor Murashov had stoked concerns about the security of Europe¡¯s largest nuclear plant.,"The head Zaporizhzhia nuclear plant released detention , U.N. nuclear agency says .",The detention Russia Ihor Murashov stoked concerns security Europe ¡¯ largest nuclear plant .,English,https://www.nytimes.com/2022/10/03/world/europe/zaporizhzhia-nuclear-plant-director-general-iaea.html,,Unknown,Unknown,FALSE,NYTimes
212,The New York Times,2022-10-03,U.S. Said to Plan New Limits on China¡¯s A.I. and Supercomputing Firms,The new rules could be the most sweeping action taken yet by the Biden administration to thwart China¡¯s access to American technology that powers data centers and supercomputers.,U.S. Said Plan New Limits China ¡¯ A.I . Supercomputing Firms,The new rules could sweeping action taken yet Biden administration thwart China ¡¯ access American technology powers data centers supercomputers .,English,https://www.nytimes.com/2022/10/03/business/us-limits-chinas-supercomputing.html,,Unknown,Unknown,FALSE,NYTimes
213,The New York Times,2022-10-03,How Liz Truss Did So Much Damage in So Few Days,The new government squandered its credibility.,How Liz Truss Did So Much Damage So Few Days,The new government squandered credibility .,English,https://www.nytimes.com/2022/10/03/opinion/truss-britain-bonds-taxes.html,,Unknown,Unknown,FALSE,NYTimes
214,The New York Times,2022-10-03,Russian Court Sets Brittney Griner Appeal Hearing Date,"The United States has sought the release of the W.N.B.A. star, who pleaded guilty to drug possession and was sentenced to nine years.",Russian Court Sets Brittney Griner Appeal Hearing Date,"The United States sought release W.N.B.A . star , pleaded guilty drug possession sentenced nine years .",English,https://www.nytimes.com/2022/10/03/world/europe/brittney-griner-appeal-hearing-russia.html,,Unknown,Unknown,FALSE,NYTimes
215,The New York Times,2022-10-03,Russian Troops on the Run,Ukraine¡¯s forces show no sign of slowing after capturing Lyman at the weekend.,Russian Troops Run,Ukraine ¡¯ forces show sign slowing capturing Lyman weekend .,English,https://www.nytimes.com/2022/10/03/briefing/russia-ukraine-war-advance.html,,Unknown,Unknown,FALSE,NYTimes
216,The New York Times,2022-10-03,Your Tuesday Briefing: Indonesia Investigates Its Soccer Tragedy,Plus Brazil¡¯s elections move to a runoff and Ukraine surges forward in the Donbas.,Your Tuesday Briefing : Indonesia Investigates Its Soccer Tragedy,Plus Brazil ¡¯ elections move runoff Ukraine surges forward Donbas .,English,https://www.nytimes.com/2022/10/03/briefing/indonesia-soccer-investigate-asia.html,,Unknown,Unknown,FALSE,NYTimes
217,The New York Times,2022-10-03,"A small leak is still visible from the Nord Stream 2 pipeline, Swedish officials say.",Damage to the gas line was discovered last week under the Baltic Sea.,"A small leak still visible Nord Stream 2 pipeline , Swedish officials say .",Damage gas line discovered last week Baltic Sea .,English,https://www.nytimes.com/2022/10/03/world/europe/nord-stream-2-pipeline-leak.html,,Unknown,Unknown,FALSE,NYTimes
218,The New York Times,2022-10-03,Your Monday Evening Briefing,Here¡¯s what you need to know at the end of the day.,Your Monday Evening Briefing,Here ¡¯ need know end day .,English,https://www.nytimes.com/2022/10/03/briefing/ukraine-russia-reclaim-britain-tax-cuts.html,,Unknown,Unknown,FALSE,NYTimes
219,The New York Times,2022-10-03,Top Republican Pledges to Make House Intelligence Committee Less Partisan,"If Republicans take Congress, Representative Michael R. Turner says, he wants to focus on oversight and national security issues. But he is likely to face pressure from his own party.",Top Republican Pledges Make House Intelligence Committee Less Partisan,"If Republicans take Congress , Representative Michael R. Turner says , wants focus oversight national security issues . But likely face pressure party .",English,https://www.nytimes.com/2022/10/03/us/politics/turner-house-intelligence-committee.html,,Unknown,Unknown,FALSE,NYTimes
220,The New York Times,2022-10-03,"Trump Sues CNN for Defamation, Seeking $475 Million","The former president has a history of threatening, and occasionally filing, lawsuits against media organizations whose coverage he deems unfair.","Trump Sues CNN Defamation , Seeking $ 475 Million","The former president history threatening , occasionally filing , lawsuits media organizations whose coverage deems unfair .",English,https://www.nytimes.com/2022/10/03/business/media/trump-cnn-lawsuit.html,,Unknown,Unknown,FALSE,NYTimes
221,The New York Times,2022-10-03,Elon Musk weighs in on how to end the war in Ukraine.,"President Volodymyr Zelensky swiftly dismissed the entrepreneur¡¯s suggestion on Twitter, and the Kremlin¡¯s spokesman called it a ¡°very positive¡± development with caveats.",Elon Musk weighs end war Ukraine .,"President Volodymyr Zelensky swiftly dismissed entrepreneur ¡¯ suggestion Twitter , Kremlin ¡¯ spokesman called ¡° positive ¡± development caveats .",English,https://www.nytimes.com/2022/10/03/world/europe/elon-musk-ukraine-war-tweets.html,,Unknown,Unknown,FALSE,NYTimes
